,Amount,Cycle,Name,Party,RealCode,Type
4083,0.0,1992,,3,M,24E
4077,0.0,1992,,L,M,24N
4050,0.0,1992,, ,M,24P
4068,0.0,1992,,I,M,24H
4066,0.0,1992,,I,M,24C
4052,0.0,1992,, ,M,24Z
4053,0.0,1992,,D,M,24E
4054,0.0,1992,,D,M,24F
4055,0.0,1992,,D,M,24A
4056,0.0,1992,,D,M,24C
4057,0.0,1992,,D,M,24N
4067,0.0,1992,,I,M,24N
4058,0.0,1992,,D,M,24H
4060,0.0,1992,,D,M,24P
4061,0.0,1992,,D,M,24R
4062,0.0,1992,,D,M,24Z
4063,0.0,1992,,I,M,24E
4064,0.0,1992,,I,M,24F
4065,0.0,1992,,I,M,24A
4059,0.0,1992,,D,M,24K
3760,0.0,1992,,U,J,24R
3759,0.0,1992,,U,J,24P
3758,0.0,1992,,U,J,24K
3707,0.0,1992,, ,J,24Z
3708,0.0,1992,,D,J,24E
3709,0.0,1992,,D,J,24F
3710,0.0,1992,,D,J,24A
3711,0.0,1992,,D,J,24N
3712,0.0,1992,,D,J,24H
3706,0.0,1992,, ,J,24R
3713,0.0,1992,,D,J,24P
3715,0.0,1992,,I,J,24E
3716,0.0,1992,,I,J,24F
3717,0.0,1992,,I,J,24A
3718,0.0,1992,,I,J,24C
3719,0.0,1992,,I,J,24N
3720,0.0,1992,,I,J,24H
3714,0.0,1992,,D,J,24R
3721,0.0,1992,,I,J,24K
3705,0.0,1992,, ,J,24P
3703,0.0,1992,, ,J,24N
3350,0.0,1992,,U,K,24E
3351,0.0,1992,,U,K,24F
3352,0.0,1992,,U,K,24A
3353,0.0,1992,,U,K,24C
3354,0.0,1992,,U,K,24N
3355,0.0,1992,,U,K,24H
3704,0.0,1992,, ,J,24H
3356,0.0,1992,,U,K,24K
3358,0.0,1992,,U,K,24R
3359,0.0,1992,,U,K,24Z
3699,0.0,1992,, ,J,24E
3700,0.0,1992,, ,J,24F
3701,0.0,1992,, ,J,24A
3702,0.0,1992,, ,J,24C
3357,0.0,1992,,U,K,24P
3722,0.0,1992,,I,J,24P
3723,0.0,1992,,I,J,24R
3724,0.0,1992,,I,J,24Z
3744,0.0,1992,,R,J,24E
3745,0.0,1992,,R,J,24F
3746,0.0,1992,,R,J,24A
3747,0.0,1992,,R,J,24C
3748,0.0,1992,,R,J,24N
3749,0.0,1992,,R,J,24H
3743,0.0,1992,,3,J,24Z
3750,0.0,1992,,R,J,24P
3752,0.0,1992,,U,J,24E
3753,0.0,1992,,U,J,24F
3754,0.0,1992,,U,J,24A
3755,0.0,1992,,U,J,24C
3756,0.0,1992,,U,J,24N
3757,0.0,1992,,U,J,24H
3751,0.0,1992,,R,J,24R
3742,0.0,1992,,3,J,24R
3741,0.0,1992,,3,J,24P
3740,0.0,1992,,3,J,24H
3725,0.0,1992,,L,J,24E
3726,0.0,1992,,L,J,24F
3727,0.0,1992,,L,J,24A
3728,0.0,1992,,L,J,24C
3729,0.0,1992,,L,J,24N
3730,0.0,1992,,L,J,24H
3731,0.0,1992,,L,J,24K
3732,0.0,1992,,L,J,24P
3733,0.0,1992,,L,J,24R
3734,0.0,1992,,L,J,24Z
3735,0.0,1992,,3,J,24E
3736,0.0,1992,,3,J,24F
3737,0.0,1992,,3,J,24A
3738,0.0,1992,,3,J,24C
3739,0.0,1992,,3,J,24N
3348,0.0,1992,,R,K,24R
2525,0.0,1992,,R,F,24C
2524,0.0,1992,,R,F,24A
2523,0.0,1992,,R,F,24F
1653,0.0,1992,, ,D,24H
1654,0.0,1992,, ,D,24K
1655,0.0,1992,, ,D,24P
1656,0.0,1992,, ,D,24R
1657,0.0,1992,, ,D,24Z
1658,0.0,1992,,D,D,24E
1652,0.0,1992,, ,D,24N
1659,0.0,1992,,D,D,24F
1661,0.0,1992,,D,D,24C
1662,0.0,1992,,D,D,24N
1663,0.0,1992,,D,D,24H
1664,0.0,1992,,D,D,24K
1665,0.0,1992,,D,D,24P
1666,0.0,1992,,D,D,24R
1660,0.0,1992,,D,D,24A
1667,0.0,1992,,D,D,24Z
1651,0.0,1992,, ,D,24C
1649,0.0,1992,, ,D,24F
4480,0.0,1992,,I,L,24A
4479,0.0,1992,,I,L,24F
4478,0.0,1992,,I,L,24E
4477,0.0,1992,,D,L,24Z
4476,0.0,1992,,D,L,24R
4475,0.0,1992,,D,L,24P
1650,0.0,1992,, ,D,24A
4474,0.0,1992,,D,L,24K
4472,0.0,1992,,D,L,24N
4471,0.0,1992,,D,L,24C
4470,0.0,1992,,D,L,24A
4469,0.0,1992,,D,L,24F
4468,0.0,1992,,D,L,24E
1648,0.0,1992,, ,D,24E
4473,0.0,1992,,D,L,24H
4481,0.0,1992,,I,L,24C
1668,0.0,1992,,I,D,24E
1670,0.0,1992,,I,D,24A
1689,0.0,1992,,3,D,24F
1690,0.0,1992,,3,D,24A
1691,0.0,1992,,3,D,24C
1692,0.0,1992,,3,D,24N
1693,0.0,1992,,3,D,24H
1694,0.0,1992,,3,D,24K
1688,0.0,1992,,3,D,24E
1695,0.0,1992,,3,D,24P
1697,0.0,1992,,3,D,24Z
1698,0.0,1992,,R,D,24E
1699,0.0,1992,,R,D,24F
1700,0.0,1992,,R,D,24A
1701,0.0,1992,,R,D,24C
1702,0.0,1992,,R,D,24N
1696,0.0,1992,,3,D,24R
1669,0.0,1992,,I,D,24F
1687,0.0,1992,,L,D,24Z
1685,0.0,1992,,L,D,24P
1671,0.0,1992,,I,D,24C
1672,0.0,1992,,I,D,24N
1673,0.0,1992,,I,D,24H
1674,0.0,1992,,I,D,24K
1675,0.0,1992,,I,D,24P
1676,0.0,1992,,I,D,24R
1686,0.0,1992,,L,D,24R
1677,0.0,1992,,I,D,24Z
1679,0.0,1992,,L,D,24F
1680,0.0,1992,,L,D,24A
1681,0.0,1992,,L,D,24C
1682,0.0,1992,,L,D,24N
1683,0.0,1992,,L,D,24H
1684,0.0,1992,,L,D,24K
1678,0.0,1992,,L,D,24E
4482,0.0,1992,,I,L,24N
4483,0.0,1992,,I,L,24H
4484,0.0,1992,,I,L,24K
1297,0.0,1992,,U,E,24A
1298,0.0,1992,,U,E,24C
1299,0.0,1992,,U,E,24N
1300,0.0,1992,,U,E,24H
1301,0.0,1992,,U,E,24K
1302,0.0,1992,,U,E,24P
1296,0.0,1992,,U,E,24F
1303,0.0,1992,,U,E,24R
4527,0.0,1992,,U,L,24Z
4526,0.0,1992,,U,L,24R
4525,0.0,1992,,U,L,24P
4524,0.0,1992,,U,L,24K
4523,0.0,1992,,U,L,24H
4522,0.0,1992,,U,L,24N
1304,0.0,1992,,U,E,24Z
4521,0.0,1992,,U,L,24C
1295,0.0,1992,,U,E,24E
1293,0.0,1992,,R,E,24R
1279,0.0,1992,,3,E,24N
1280,0.0,1992,,3,E,24H
1281,0.0,1992,,3,E,24K
1282,0.0,1992,,3,E,24P
1283,0.0,1992,,3,E,24R
1284,0.0,1992,,3,E,24Z
1294,0.0,1992,,R,E,24Z
1285,0.0,1992,,R,E,24E
1287,0.0,1992,,R,E,24A
1288,0.0,1992,,R,E,24C
1289,0.0,1992,,R,E,24N
1290,0.0,1992,,R,E,24H
1291,0.0,1992,,R,E,24K
1292,0.0,1992,,R,E,24P
1286,0.0,1992,,R,E,24F
4520,0.0,1992,,U,L,24A
4519,0.0,1992,,U,L,24F
4518,0.0,1992,,U,L,24E
4498,0.0,1992,,3,L,24E
4497,0.0,1992,,L,L,24Z
4496,0.0,1992,,L,L,24R
4495,0.0,1992,,L,L,24P
4494,0.0,1992,,L,L,24K
4493,0.0,1992,,L,L,24H
4499,0.0,1992,,3,L,24F
4492,0.0,1992,,L,L,24N
4490,0.0,1992,,L,L,24A
4489,0.0,1992,,L,L,24F
4488,0.0,1992,,L,L,24E
4487,0.0,1992,,I,L,24Z
4486,0.0,1992,,I,L,24R
4485,0.0,1992,,I,L,24P
4491,0.0,1992,,L,L,24C
4500,0.0,1992,,3,L,24A
4501,0.0,1992,,3,L,24C
4502,0.0,1992,,3,L,24N
4517,0.0,1992,,R,L,24Z
4516,0.0,1992,,R,L,24R
4515,0.0,1992,,R,L,24P
4514,0.0,1992,,R,L,24K
4513,0.0,1992,,R,L,24H
4512,0.0,1992,,R,L,24N
4511,0.0,1992,,R,L,24C
4510,0.0,1992,,R,L,24A
4509,0.0,1992,,R,L,24F
4508,0.0,1992,,R,L,24E
4507,0.0,1992,,3,L,24Z
4506,0.0,1992,,3,L,24R
4505,0.0,1992,,3,L,24P
4504,0.0,1992,,3,L,24K
4503,0.0,1992,,3,L,24H
1703,0.0,1992,,R,D,24H
1704,0.0,1992,,R,D,24K
1705,0.0,1992,,R,D,24P
1706,0.0,1992,,R,D,24R
2472,0.0,1992,, ,F,24E
2473,0.0,1992,, ,F,24F
2474,0.0,1992,, ,F,24A
2475,0.0,1992,, ,F,24C
2476,0.0,1992,, ,F,24N
2477,0.0,1992,, ,F,24H
2131,0.0,1992,,U,G,24Z
2478,0.0,1992,, ,F,24K
2480,0.0,1992,, ,F,24R
2481,0.0,1992,, ,F,24Z
2482,0.0,1992,,D,F,24E
2483,0.0,1992,,D,F,24F
2484,0.0,1992,,D,F,24A
2485,0.0,1992,,D,F,24C
2479,0.0,1992,, ,F,24P
2486,0.0,1992,,D,F,24N
2130,0.0,1992,,U,G,24R
2128,0.0,1992,,U,G,24K
2114,0.0,1992,,R,G,24A
2115,0.0,1992,,R,G,24C
2116,0.0,1992,,R,G,24N
2117,0.0,1992,,R,G,24H
2118,0.0,1992,,R,G,24K
2119,0.0,1992,,R,G,24P
2129,0.0,1992,,U,G,24P
2120,0.0,1992,,R,G,24R
2122,0.0,1992,,U,G,24E
2123,0.0,1992,,U,G,24F
2124,0.0,1992,,U,G,24A
2125,0.0,1992,,U,G,24C
2126,0.0,1992,,U,G,24N
2127,0.0,1992,,U,G,24H
2121,0.0,1992,,R,G,24Z
2487,0.0,1992,,D,F,24H
2488,0.0,1992,,D,F,24K
2489,0.0,1992,,D,F,24P
2509,0.0,1992,,L,F,24P
2510,0.0,1992,,L,F,24R
2511,0.0,1992,,L,F,24Z
2512,0.0,1992,,3,F,24E
2513,0.0,1992,,3,F,24F
2514,0.0,1992,,3,F,24A
2508,0.0,1992,,L,F,24K
2515,0.0,1992,,3,F,24C
2517,0.0,1992,,3,F,24H
2518,0.0,1992,,3,F,24K
2519,0.0,1992,,3,F,24P
2520,0.0,1992,,3,F,24R
2521,0.0,1992,,3,F,24Z
2522,0.0,1992,,R,F,24E
2516,0.0,1992,,3,F,24N
2507,0.0,1992,,L,F,24H
2506,0.0,1992,,L,F,24N
2505,0.0,1992,,L,F,24C
2490,0.0,1992,,D,F,24R
2491,0.0,1992,,D,F,24Z
2492,0.0,1992,,I,F,24E
2493,0.0,1992,,I,F,24F
2494,0.0,1992,,I,F,24A
2495,0.0,1992,,I,F,24C
2496,0.0,1992,,I,F,24N
2497,0.0,1992,,I,F,24H
2498,0.0,1992,,I,F,24K
2499,0.0,1992,,I,F,24P
2500,0.0,1992,,I,F,24R
2501,0.0,1992,,I,F,24Z
2502,0.0,1992,,L,F,24E
2503,0.0,1992,,L,F,24F
2504,0.0,1992,,L,F,24A
2113,0.0,1992,,R,G,24F
6553,0.0,1992,,U,Z,24Z
2112,0.0,1992,,R,G,24E
2110,0.0,1992,,3,G,24R
4460,0.0,1992,, ,L,24A
4459,0.0,1992,, ,L,24F
4458,0.0,1992,, ,L,24E
2062,0.0,1992,, ,G,24E
2063,0.0,1992,, ,G,24F
2064,0.0,1992,, ,G,24A
4461,0.0,1992,, ,L,24C
2065,0.0,1992,, ,G,24C
2067,0.0,1992,, ,G,24H
2068,0.0,1992,, ,G,24K
2069,0.0,1992,, ,G,24P
2070,0.0,1992,, ,G,24R
2071,0.0,1992,, ,G,24Z
2072,0.0,1992,,D,G,24E
2066,0.0,1992,, ,G,24N
2073,0.0,1992,,D,G,24F
4462,0.0,1992,, ,L,24N
4464,0.0,1992,, ,L,24K
1707,0.0,1992,,R,D,24Z
1708,0.0,1992,,U,D,24E
1709,0.0,1992,,U,D,24F
1710,0.0,1992,,U,D,24A
1711,0.0,1992,,U,D,24C
1712,0.0,1992,,U,D,24N
4463,0.0,1992,, ,L,24H
1713,0.0,1992,,U,D,24H
1715,0.0,1992,,U,D,24P
1716,0.0,1992,,U,D,24R
1717,0.0,1992,,U,D,24Z
4467,0.0,1992,, ,L,24Z
4466,0.0,1992,, ,L,24R
4465,0.0,1992,, ,L,24P
1714,0.0,1992,,U,D,24K
2074,0.0,1992,,D,G,24A
2075,0.0,1992,,D,G,24C
2076,0.0,1992,,D,G,24N
2096,0.0,1992,,L,G,24N
2097,0.0,1992,,L,G,24H
2098,0.0,1992,,L,G,24K
2099,0.0,1992,,L,G,24P
2100,0.0,1992,,L,G,24R
2101,0.0,1992,,L,G,24Z
2095,0.0,1992,,L,G,24C
2102,0.0,1992,,3,G,24E
2104,0.0,1992,,3,G,24A
2105,0.0,1992,,3,G,24C
2106,0.0,1992,,3,G,24N
2107,0.0,1992,,3,G,24H
2108,0.0,1992,,3,G,24K
2109,0.0,1992,,3,G,24P
2103,0.0,1992,,3,G,24F
2094,0.0,1992,,L,G,24A
2093,0.0,1992,,L,G,24F
2092,0.0,1992,,L,G,24E
2077,0.0,1992,,D,G,24H
2078,0.0,1992,,D,G,24K
2079,0.0,1992,,D,G,24P
2080,0.0,1992,,D,G,24R
2081,0.0,1992,,D,G,24Z
2082,0.0,1992,,I,G,24E
2083,0.0,1992,,I,G,24F
2084,0.0,1992,,I,G,24A
2085,0.0,1992,,I,G,24C
2086,0.0,1992,,I,G,24N
2087,0.0,1992,,I,G,24H
2088,0.0,1992,,I,G,24K
2089,0.0,1992,,I,G,24P
2090,0.0,1992,,I,G,24R
2091,0.0,1992,,I,G,24Z
2111,0.0,1992,,3,G,24Z
4084,0.0,1992,,3,M,24F
4085,0.0,1992,,3,M,24A
85,1000.0,1992,Chambliss for Congress,R,Z,24K
739,7500.0,1992,Republican Party of Washington,R,Z,24K
738,39167.0,1992,Republican Party of Washington,R,Z,24C
737,545.0,1992,Republican Party of Virginia,R,Z,24Z
736,51400.0,1992,Republican Party of Virginia,R,Z,24K
735,48538.0,1992,Republican Party of Virginia,R,Z,24C
734,1203.0,1992,Republican Party of Utah,R,Z,24Z
733,9500.0,1992,Republican Party of Utah,R,Z,24K
732,15000.0,1992,Republican Party of Utah,R,Z,24C
731,3000.0,1992,Republican Party of Stark County,R,Z,24K
730,5000.0,1992,Republican Party of South Carolina,R,Z,24Z
729,7500.0,1992,Republican Party of South Carolina,R,Z,24K
728,19725.0,1992,Republican Party of South Carolina,R,Z,24C
727,121000.0,1992,Republican Party of Oregon,R,Z,24K
726,55290.0,1992,Republican Party of Oregon,R,Z,24C
725,8414.0,1992,Republican Party of Ohio,R,Z,24Z
724,30700.0,1992,Republican Party of Ohio,R,Z,24K
723,4500.0,1992,Republican Party of North Dakota,R,Z,24K
709,8475.0,1992,Republican Party of Hawaii,R,Z,24K
710,26000.0,1992,Republican Party of Idaho,R,Z,24C
711,9500.0,1992,Republican Party of Idaho,R,Z,24K
712,125326.0,1992,Republican Party of Illinois,R,Z,24C
713,1000.0,1992,Republican Party of Illinois,R,Z,24K
714,10600.0,1992,Republican Party of Iowa,R,Z,24K
740,8482.0,1992,Republican Party of Washington,R,Z,24Z
715,10000.0,1992,Republican Party of Kansas,R,Z,24K
717,5000.0,1992,Republican Party of Louisiana,R,Z,24K
718,3600.0,1992,Republican Party of Maine,R,Z,24K
719,1000.0,1992,Republican Party of Manitowoc County,R,Z,24K
720,46612.0,1992,Republican Party of Minnesota,R,Z,24C
721,10500.0,1992,Republican Party of Minnesota,R,Z,24K
722,10000.0,1992,Republican Party of Mississippi,R,Z,24K
716,20250.0,1992,Republican Party of Kentucky,R,Z,24K
741,4000.0,1992,Republican Party of Wisconsin,R,Z,24C
742,26753.0,1992,Republican Party of Wisconsin,R,Z,24K
743,444.0,1992,Republican Party of Wisconsin,R,Z,24Z
351,5100.0,1992,Friends of John Tanner,D,Z,24K
350,10000.0,1992,Friends of John Boehner,R,Z,24K
349,6037.0,1992,Friends of Jim Sasser,D,Z,24K
348,10000.0,1992,Friends of Jim Oberstar,D,Z,24K
347,31300.0,1992,Friends of Jim McDermott,D,Z,24K
346,1750.0,1992,Friends of Jim Abdnor,R,Z,24K
352,9500.0,1992,Friends of John Warner '96,R,Z,24K
345,4000.0,1992,Friends of Jerry Kleczka,D,Z,24K
343,2000.0,1992,Friends of Ham Fish Jr,R,Z,24K
342,250.0,1992,Friends of Glen Browder,D,Z,24K
760,4200.0,1992,Rinaldo for Congress Cmte,R,Z,24K
761,250.0,1992,Ron DeLugo Congressional Cmte,D,Z,24K
762,27850.0,1992,Ronnie G Flippo Cmte,D,Z,24K
763,1000.0,1992,Rostenkowski for Congress,D,Z,24K
344,7100.0,1992,Friends of Houghton,R,Z,24K
708,95240.0,1992,Republican Party of Georgia,R,Z,24C
353,7000.0,1992,Friends of Kent Conrad,D,Z,24K
758,200.0,1992,Rhodes for Congress Cmte,R,Z,24K
744,2500.0,1992,Republican Party of the 6th Congr Dist,R,Z,24K
745,5000.0,1992,Republican Party of the District of Columbia,R,Z,24K
746,28893.0,1992,Republican State Central Cmte/Maryland,R,Z,24C
747,6000.0,1992,Republican State Central Cmte/Maryland,R,Z,24K
748,46219.0,1992,Republican State Cmte of Delaware,R,Z,24C
749,5000.0,1992,Republican State Cmte of Delaware,R,Z,24K
759,9100.0,1992,Riegle for Senate Cmte,D,Z,24K
750,9500.0,1992,Republican State Cmte of Massachusetts,R,Z,24K
752,51750.0,1992,Republican State Cmte of Michigan,R,Z,24K
753,2478.0,1992,Republican State Cmte of Michigan,R,Z,24Z
754,600.0,1992,Republican Town Cmte New Canaan Conn,R,Z,24K
755,700.0,1992,Republican Town Cmte New Canaan Conn,R,Z,24Z
756,2000.0,1992,Rhode Island Democratic State Cmte,D,Z,24K
757,1540.0,1992,Rhode Island Repub State Central Cmte,R,Z,24K
751,63334.0,1992,Republican State Cmte of Michigan,R,Z,24C
764,25.0,1992,Rothschild for Congress Campaign Cmte,R,Z,24K
707,5425.0,1992,Republican Party of Florida,R,Z,24K
705,2000.0,1992,Republican Party of Duval County,R,Z,24K
376,30.0,1992,Fund for a Democratic Majority,D,J,24Z
377,1000.0,1992,Fund for a Republican Majority,R,J,24K
378,2000.0,1992,Fund for a Republican Majority,R,J,24Z
379,6999.0,1992,Fund for the Future Cmte,R,J,24K
380,4000.0,1992,Fund to Keep America Number One,R,J,24K
381,8000.0,1992,Future Leaders PAC,R,J,24K
382,14205.0,1992,Future Leaders PAC,R,J,24Z
383,3035.0,1992,GOPAC,R,J,24K
384,7547.0,1992,GOPAC,R,J,24Z
385,6200.0,1992,GV Montgomery for Congress,D,Z,24K
386,1215.0,1992,Gary Glen for Idaho,R,Z,24K
387,2000.0,1992,Gaydos Reelection Cmte,D,Z,24K
388,860.0,1992,"Gelman, Esther P", ,Y,24E
389,22500.0,1992,Georgia 1992 Cmte,R,Z,24K
390,73260.0,1992,Georgia Federal Elections Cmte,D,Z,24C
391,3500.0,1992,Georgia Federal Elections Cmte,D,Z,24K
392,150.0,1992,Gilman for Congress,R,Z,24K
406,15999.0,1992,Hank Brown for US Senate,R,Z,24K
405,500.0,1992,Hancock for Congress,R,Z,24K
404,500.0,1992,Hall for Congress Cmte,D,Z,24K
403,450.0,1992,"Hackathorn, Hollis A", ,Y,24E
402,2750.0,1992,HOAGLAND FOR CONGRESS,D,Z,24K
401,14900.0,1992,HHH Fund,D,J,24K
375,185500.0,1992,Fund for a Democratic Majority,D,J,24K
400,750.0,1992,Gutierrez for Congress,D,Z,24K
398,2841.0,1992,Grassley Cmte,R,Z,24K
397,60.0,1992,"Gragson, Bonnie", ,Y,24E
396,40.0,1992,"Gragson, Bonnie", ,Y,24A
395,3000.0,1992,Gradison for Congress,R,Z,24K
394,800.0,1992,Good Government Federal PAC, ,Y,24K
393,1750.0,1992,Glickman for Congress Cmte,D,Z,24K
399,23000.0,1992,Guarini for Congress '90,D,Z,24K
374,3000.0,1992,Fund for Effective Leadership,D,J,24K
373,3600.0,1992,Fulton County Republican Party,R,Z,24K
372,100.0,1992,Friends of a Greater Louisiana,D,J,24K
691,15000.0,1992,Republican County Cmte of New York,R,Z,24K
692,378.0,1992,Republican County Cmte of New York,R,Z,24Z
693,19000.0,1992,Republican Finance Cmte of Hamilton County,R,Z,24C
694,169000.0,1992,Republican Leader's Fund,R,J,24K
695,11184570.0,1992,Republican National Cmte,R,Z,24C
696,777700.0,1992,Republican National Cmte,R,Z,24K
354,204.0,1992,Friends of Kent Conrad,D,Z,24Z
697,7303.0,1992,Republican National Cmte,R,Z,24Z
699,2100.0,1992,Republican Party of Alaska,R,Z,24K
700,400.0,1992,Republican Party of Arizona,R,Z,24C
701,5000.0,1992,Republican Party of Arizona,R,Z,24K
702,7300.0,1992,Republican Party of Arkansas,R,Z,24K
703,39935.0,1992,Republican Party of California,R,Z,24C
704,74999.0,1992,Republican Party of California,R,Z,24K
698,4000.0,1992,Republican Party 2nd Cong Dist Wisc,R,Z,24K
706,142298.0,1992,Republican Party of Florida,R,Z,24C
355,500.0,1992,Friends of Lane Evans Cmte,D,Z,24K
357,-24.0,1992,Friends of Lebanon Dinner Cmte,D,Z,24K
371,4500.0,1992,Friends of Vin Weber Cmte,R,Z,24K
370,1000.0,1992,Friends of Tom Bevill,D,Z,24K
369,1000.0,1992,Friends of Sherwood Boehlert Cmte,R,Z,24K
368,1000.0,1992,Friends of Sherrod Brown,D,Z,24K
367,10000.0,1992,Friends of Senator Nickles,R,Z,24K
366,16000.0,1992,Friends of Senator Carl Levin,D,Z,24K
356,850.0,1992,Friends of Larry Pressler,R,Z,24K
365,1000.0,1992,Friends of Sam Johnson,R,Z,24K
363,26000.0,1992,Friends of Phil Gramm,R,Z,24K
362,3000.0,1992,Friends of Newt Gingrich,R,Z,24K
361,2000.0,1992,Friends of Neal Smith Cmte,D,Z,24K
360,8250.0,1992,Friends of Mike Parker for Congress,R,Z,24K
359,1000.0,1992,Friends of McCarthy for Senate,D,Z,24K
358,500.0,1992,Friends of Les Aspin,D,Z,24K
364,6500.0,1992,Friends of Ron Packard,R,Z,24K
765,1250.0,1992,Rowland for Congress Re-Election Cmte,D,Z,24K
766,4500.0,1992,Roybal Campaign Cmte,D,Z,24K
767,1000.0,1992,Royce Campaign Cmte,R,Z,24K
871,8300.0,1992,Westchester Republican Chairmans Club,R,Z,24K
870,29983.0,1992,West Virginia State Democratic Exec Cmte,D,Z,24C
869,500.0,1992,Weldon for Congress Cmte,R,Z,24K
868,5000.0,1992,Washoe County Republican Central Cmte,R,Z,24K
867,2952.0,1992,Washington County Repub Cmte-Oklahoma,R,Z,24Z
866,1915.0,1992,Ward for Congress Cmte,D,Z,24K
865,23700.0,1992,Wally Herger for Congress Cmte,R,Z,24K
864,5250.0,1992,Wallop Senate Drive,R,Z,24K
863,842.0,1992,"Wallace, John", ,Y,24E
862,1200.0,1992,Wake Up America Cmte, ,Y,24K
861,14657.0,1992,Wake Up America Cmte, ,Y,24E
860,17812.0,1992,Voter Guide, ,Y,24E
859,2000.0,1992,Volunteers for Vento,D,Z,24K
858,1245.0,1992,Voices of Oklahoma Women, ,Y,24K
857,5000.0,1992,Virginia Sixth District Republican Cmte,R,Z,24K
856,91100.0,1992,Victory USA,D,J,24K
855,42500.0,1992,Victory America,R,J,24K
840,4686.0,1992,Travel Gear, ,Y,24E
841,1000.0,1992,Trent Lott for Mississippi,R,Z,24K
842,1000.0,1992,Truman Club, ,Y,24K
843,50.0,1992,Tucker for Congress,D,Z,24K
844,200.0,1992,United Pennsylvanians Cmte, ,Y,24K
845,113.0,1992,United Repub Finance Cmte/Contra Costa,R,Z,24K
872,583.0,1992,"Whillock, Carl S", ,Y,24F
846,2000.0,1992,Unsoeld Campaign,D,Z,24K
848,6846.0,1992,V-PAC,R,J,24Z
850,2500.0,1992,Vander Jagt Campaign Cmte,R,Z,24K
851,23564.0,1992,Vermont Republican Federal Elections Cmte,R,Z,24C
852,5000.0,1992,Vermont Republican Federal Elections Cmte,R,Z,24K
853,-3495.0,1992,Vermont Republican Federal Elections Cmte,R,Z,24Z
854,25.0,1992,Victory 98, ,Y,24K
847,37000.0,1992,V-PAC,R,J,24K
873,4382.0,1992,Wickenberg Friends, ,Y,24E
874,1000.0,1992,William Evans for Congress,R,Z,24K
875,978.0,1992,"Williamson, Robert T", ,Y,24E
332,500.0,1992,Friends of Chris Dodd,D,Z,24K
331,7500.0,1992,Friends of Butler Derrick,D,Z,24K
330,1000.0,1992,Friends of Business Credit PAC, ,Y,24K
329,1000.0,1992,Friends of Bob Torricelli,D,Z,24K
328,21500.0,1992,Friends of Bob Livingston PAC,R,Z,24K
327,1000.0,1992,Friends of Bob Carr,D,Z,24K
333,1000.0,1992,Friends of Clay Shaw,R,Z,24K
326,1300.0,1992,Friends of Bill Emerson,R,Z,24K
324,5000.0,1992,Friends for Slade Gorton,R,Z,24K
323,1100.0,1992,Friends for Jim McDermott,D,Z,24K
322,2000.0,1992,Friends for Harry Reid,D,Z,24K
321,1100.0,1992,Friends for Frank Wolf,R,Z,24K
320,2500.0,1992,Friends for Bill Lehman,D,Z,24K
319,2000.0,1992,Friends Of Sikorski,D,Z,24K
325,4700.0,1992,Friends of Alan Wheat,D,Z,24K
839,2340.0,1992,Traficant for Congress,D,Z,24K
334,7050.0,1992,Friends of Congressman Bill Clinger,R,Z,24K
336,8000.0,1992,Friends of Connie Mack,R,Z,24K
876,1541.0,1992,"Winkler, Howard L", ,Y,24E
877,12250.0,1992,Wolpe for Congress,D,Z,24K
878,72.0,1992,Women for a Change,D,Z,24K
879,300.0,1992,Woolsey for Congress,D,Z,24K
880,7000.0,1992,Wyden for Congress,D,Z,24K
881,2000.0,1992,Wylie for Congress Cmte,R,Z,24K
335,19950.0,1992,Friends of Congressman George Miller,D,Z,24K
882,-1000.0,1992,Yates for Congress,D,Z,24K
884,3157.0,1992,Your Ballot Guide, ,Y,24E
341,985.0,1992,Friends of George Brown,D,Z,24K
340,4900.0,1992,Friends of Edelman,D,J,24K
339,3850.0,1992,Friends of Dick Durbin,D,Z,24K
338,200.0,1992,Friends of David Strand '92,D,Z,24K
337,7000.0,1992,Friends of Conrad Burns'94,R,Z,24K
883,1250.0,1992,Yatron for Congress Cmte,D,Z,24K
838,1000.0,1992,Tom Sawyer Cmte,D,Z,24K
837,18500.0,1992,Tom Lantos for Congress Cmte,D,Z,24K
836,4500.0,1992,Tom DeLay Congressional Cmte,R,Z,24K
786,1000.0,1992,Senate Victory Fund,R,J,24Z
787,1000.0,1992,Senator Lloyd Bentsen Election Cmte,D,Z,24K
788,269.0,1992,Sensenbrenner Cmte,R,Z,24K
789,3000.0,1992,Serrano for Congress,D,Z,24K
790,5848.0,1992,Seventh District DFL Campaign Cmte,D,Z,24K
791,3000.0,1992,Seventh District Republican Cmte,R,Z,24K
785,106000.0,1992,Senate Victory Fund,R,J,24K
792,4050.0,1992,Seventh District Republican Party of Wisconsin,R,Z,24K
794,11000.0,1992,Shelby County Republican Party,R,Z,24K
795,73349.0,1992,Simon for Senate,D,Z,24K
796,19000.0,1992,Simpson Senate Cmte 1990,R,Z,24K
797,9725.0,1992,Sixth Congressional District Republican Party,R,Z,24K
798,2806.0,1992,Sixth District Bipartisan Cmte, ,Y,24E
799,2240.0,1992,Sixth District Democratic Party of Wisconsin,D,Z,24K
793,300.0,1992,Shawano County Republican Party,R,Z,24K
800,100.0,1992,Sixth District Republican Cmte,R,Z,24K
784,8000.0,1992,Senate Majority Fund,D,J,24K
782,7200.0,1992,Second District Congressnl Dem Cmte-Iowa,D,Z,24K
