,Amount,Cycle,Destination,Party,RealCode
19428,0.0,1992,Cmte, ,Z5300
942,0.0,1992,Cmte, ,F2000
890,0.0,1992,Cand,U,J7150
889,0.0,1992,Cmte,U,J7150
888,0.0,1992,Cmte,3,J7150
887,0.0,1992,Cand,L,J7150
19526,0.0,1992,Cand,L,LC150
19525,0.0,1992,Cmte,L,LC150
19524,0.0,1992,Cand,I,LC150
19523,0.0,1992,Cmte,I,LC150
19522,0.0,1992,Cand, ,LC150
19521,0.0,1992,Cmte, ,LC150
840,0.0,1992,Cmte, ,H1130
19528,0.0,1992,Cand,3,LC150
841,0.0,1992,Cand, ,H1130
843,0.0,1992,Cmte,U,H1130
844,0.0,1992,Cand,U,H1130
882,0.0,1992,Cmte, ,J7150
883,0.0,1992,Cand, ,J7150
884,0.0,1992,Cmte,I,J7150
885,0.0,1992,Cand,I,J7150
886,0.0,1992,Cmte,L,J7150
842,0.0,1992,Cmte,I,H1130
686,0.0,1992,Cand, ,h5000
685,0.0,1992,Cmte, ,h5000
19682,0.0,1992,Cmte, ,T1000
513,0.0,1992,Cmte, ,G4800
514,0.0,1992,Cand, ,G4800
515,0.0,1992,Cmte,I,G4800
516,0.0,1992,Cand,I,G4800
517,0.0,1992,Cmte,L,G4800
518,0.0,1992,Cand,L,G4800
519,0.0,1992,Cmte,U,G4800
520,0.0,1992,Cand,U,G4800
19843,0.0,1992,Cand,U,C2800
19842,0.0,1992,Cmte,U,C2800
19841,0.0,1992,Cmte,3,C2800
19840,0.0,1992,Cand,L,C2800
19839,0.0,1992,Cmte,L,C2800
19838,0.0,1992,Cand,I,C2800
19837,0.0,1992,Cmte,I,C2800
19901,0.0,1992,Cmte, ,F3300
19902,0.0,1992,Cand, ,F3300
19903,0.0,1992,Cmte,I,F3300
19904,0.0,1992,Cand,I,F3300
428,0.0,1992,Cand, ,J2400
429,0.0,1992,Cmte,D,J2400
430,0.0,1992,Cand,D,J2400
431,0.0,1992,Cmte,I,J2400
432,0.0,1992,Cand,I,J2400
433,0.0,1992,Cmte,L,J2400
434,0.0,1992,Cand,L,J2400
19836,0.0,1992,Cand, ,C2800
435,0.0,1992,Cmte,3,J2400
437,0.0,1992,Cand,R,J2400
438,0.0,1992,Cmte,U,J2400
439,0.0,1992,Cand,U,J2400
19908,0.0,1992,Cand,U,F3300
19907,0.0,1992,Cmte,U,F3300
19906,0.0,1992,Cmte,3,F3300
19905,0.0,1992,Cmte,L,F3300
436,0.0,1992,Cand,3,J2400
19835,0.0,1992,Cmte, ,C2800
577,0.0,1992,Cmte, ,T1200
578,0.0,1992,Cand, ,T1200
632,0.0,1992,Cand, ,T3100
633,0.0,1992,Cmte,I,T3100
634,0.0,1992,Cand,I,T3100
635,0.0,1992,Cmte,L,T3100
636,0.0,1992,Cmte,3,T3100
637,0.0,1992,Cmte,U,T3100
638,0.0,1992,Cand,U,T3100
631,0.0,1992,Cmte, ,T3100
19691,0.0,1992,Cand,U,T1000
19689,0.0,1992,Cand,3,T1000
19688,0.0,1992,Cmte,3,T1000
19687,0.0,1992,Cand,L,T1000
19686,0.0,1992,Cmte,L,T1000
19685,0.0,1992,Cand,I,T1000
19684,0.0,1992,Cmte,I,T1000
19683,0.0,1992,Cand, ,T1000
19690,0.0,1992,Cmte,U,T1000
943,0.0,1992,Cand, ,F2000
19753,0.0,1992,Cmte, ,L1200
19755,0.0,1992,Cmte,I,L1200
579,0.0,1992,Cmte,I,T1200
580,0.0,1992,Cand,I,T1200
581,0.0,1992,Cmte,L,T1200
582,0.0,1992,Cand,L,T1200
583,0.0,1992,Cmte,3,T1200
584,0.0,1992,Cmte,U,T1200
585,0.0,1992,Cand,U,T1200
19754,0.0,1992,Cand, ,L1200
19764,0.0,1992,Cand,U,L1200
19762,0.0,1992,Cand,R,L1200
19761,0.0,1992,Cmte,R,L1200
19760,0.0,1992,Cand,3,L1200
19759,0.0,1992,Cmte,3,L1200
19758,0.0,1992,Cand,L,L1200
19757,0.0,1992,Cmte,L,L1200
19756,0.0,1992,Cand,I,L1200
19763,0.0,1992,Cmte,U,L1200
427,0.0,1992,Cmte, ,J2400
944,0.0,1992,Cmte,I,F2000
946,0.0,1992,Cmte,3,F2000
1290,0.0,1992,Cmte,3,G2850
1291,0.0,1992,Cmte,U,G2850
1292,0.0,1992,Cand,U,G2850
19013,0.0,1992,Cand,L,H4200
19012,0.0,1992,Cmte,L,H4200
19011,0.0,1992,Cand,I,H4200
19010,0.0,1992,Cmte,I,H4200
19009,0.0,1992,Cand, ,H4200
19008,0.0,1992,Cmte, ,H4200
1340,0.0,1992,Cmte, ,C1100
1341,0.0,1992,Cand, ,C1100
1342,0.0,1992,Cmte,I,C1100
1343,0.0,1992,Cand,I,C1100
1344,0.0,1992,Cmte,U,C1100
1345,0.0,1992,Cand,U,C1100
1289,0.0,1992,Cand,L,G2850
1288,0.0,1992,Cmte,L,G2850
1287,0.0,1992,Cand,I,G2850
1286,0.0,1992,Cmte,I,G2850
1201,0.0,1992,Cmte,U,j7400
1202,0.0,1992,Cand,U,j7400
19083,0.0,1992,Cand,U,E1220
19082,0.0,1992,Cmte,U,E1220
19081,0.0,1992,Cmte,3,E1220
19080,0.0,1992,Cand,L,E1220
19079,0.0,1992,Cmte,L,E1220
18951,0.0,1992,Cand,U,T6100
19078,0.0,1992,Cand,I,E1220
19076,0.0,1992,Cand, ,E1220
19075,0.0,1992,Cmte, ,E1220
19016,0.0,1992,Cand,U,H4200
19015,0.0,1992,Cmte,U,H4200
19014,0.0,1992,Cmte,3,H4200
1284,0.0,1992,Cmte, ,G2850
1285,0.0,1992,Cand, ,G2850
19077,0.0,1992,Cmte,I,E1220
1200,0.0,1992,Cand,R,j7400
18950,0.0,1992,Cmte,U,T6100
18948,0.0,1992,Cand,L,T6100
1449,0.0,1992,Cand, ,G2910
1450,0.0,1992,Cmte,I,G2910
1451,0.0,1992,Cand,I,G2910
1452,0.0,1992,Cmte,L,G2910
1453,0.0,1992,Cmte,3,G2910
1454,0.0,1992,Cmte,U,G2910
1455,0.0,1992,Cand,U,G2910
18832,0.0,1992,Cand,U,L1500
18831,0.0,1992,Cmte,U,L1500
18830,0.0,1992,Cand,R,L1500
18829,0.0,1992,Cand,3,L1500
18828,0.0,1992,Cmte,3,L1500
18827,0.0,1992,Cand,L,L1500
18826,0.0,1992,Cmte,L,L1500
18825,0.0,1992,Cand,I,L1500
1448,0.0,1992,Cmte, ,G2910
18901,0.0,1992,Cmte, ,F5100
18902,0.0,1992,Cand, ,F5100
18903,0.0,1992,Cmte,I,F5100
18947,0.0,1992,Cand,I,T6100
18946,0.0,1992,Cmte,I,T6100
18945,0.0,1992,Cand, ,T6100
18944,0.0,1992,Cmte, ,T6100
1380,0.0,1992,Cmte, ,A1600
1381,0.0,1992,Cand, ,A1600
1382,0.0,1992,Cmte,I,A1600
18949,0.0,1992,Cmte,3,T6100
1383,0.0,1992,Cand,I,A1600
1385,0.0,1992,Cand,L,A1600
1386,0.0,1992,Cmte,3,A1600
1387,0.0,1992,Cand,3,A1600
1388,0.0,1992,Cmte,U,A1600
1389,0.0,1992,Cand,U,A1600
18905,0.0,1992,Cmte,U,F5100
18904,0.0,1992,Cmte,L,F5100
1384,0.0,1992,Cmte,L,A1600
1199,0.0,1992,Cmte,R,j7400
1198,0.0,1992,Cand,3,j7400
1197,0.0,1992,Cmte,3,j7400
19294,0.0,1992,Cmte,L,B5000
19293,0.0,1992,Cand,I,B5000
19292,0.0,1992,Cmte,I,B5000
19291,0.0,1992,Cand, ,B5000
19290,0.0,1992,Cmte, ,B5000
1050,0.0,1992,Cmte, ,G4200
1051,0.0,1992,Cand, ,G4200
1052,0.0,1992,Cmte,I,G4200
1053,0.0,1992,Cand,I,G4200
1054,0.0,1992,Cmte,L,G4200
1055,0.0,1992,Cand,L,G4200
1056,0.0,1992,Cmte,3,G4200
1057,0.0,1992,Cmte,U,G4200
1058,0.0,1992,Cand,U,G4200
19233,0.0,1992,Cand,U,G5400
19295,0.0,1992,Cand,L,B5000
19296,0.0,1992,Cmte,3,B5000
19297,0.0,1992,Cmte,U,B5000
19298,0.0,1992,Cand,U,B5000
947,0.0,1992,Cmte,U,F2000
948,0.0,1992,Cand,U,F2000
19365,0.0,1992,Cand,U,JH100
19364,0.0,1992,Cmte,U,JH100
19363,0.0,1992,Cmte,3,JH100
19362,0.0,1992,Cand,L,JH100
19361,0.0,1992,Cmte,L,JH100
19232,0.0,1992,Cmte,U,G5400
19360,0.0,1992,Cand,I,JH100
19358,0.0,1992,Cand, ,JH100
19357,0.0,1992,Cmte, ,JH100
996,0.0,1992,Cmte, ,H1500
997,0.0,1992,Cand, ,H1500
998,0.0,1992,Cmte,I,H1500
999,0.0,1992,Cmte,U,H1500
1000,0.0,1992,Cand,U,H1500
19359,0.0,1992,Cmte,I,JH100
19231,0.0,1992,Cmte,3,G5400
19230,0.0,1992,Cand,L,G5400
19229,0.0,1992,Cmte,L,G5400
19150,0.0,1992,Cand,L,J5200
19149,0.0,1992,Cmte,L,J5200
19148,0.0,1992,Cand,I,J5200
19147,0.0,1992,Cmte,I,J5200
19146,0.0,1992,Cand,D,J5200
19145,0.0,1992,Cmte,D,J5200
19144,0.0,1992,Cand, ,J5200
19151,0.0,1992,Cmte,3,J5200
19143,0.0,1992,Cmte, ,J5200
1190,0.0,1992,Cand, ,j7400
1191,0.0,1992,Cmte,D,j7400
1192,0.0,1992,Cand,D,j7400
1193,0.0,1992,Cmte,I,j7400
1194,0.0,1992,Cand,I,j7400
1195,0.0,1992,Cmte,L,j7400
1196,0.0,1992,Cand,L,j7400
1189,0.0,1992,Cmte, ,j7400
945,0.0,1992,Cand,I,F2000
19152,0.0,1992,Cand,3,J5200
19154,0.0,1992,Cand,R,J5200
19228,0.0,1992,Cand,I,G5400
19227,0.0,1992,Cmte,I,G5400
19226,0.0,1992,Cand, ,G5400
19225,0.0,1992,Cmte, ,G5400
1115,0.0,1992,Cmte, ,E1190
1116,0.0,1992,Cand, ,E1190
1117,0.0,1992,Cmte,D,E1190
19153,0.0,1992,Cmte,R,J5200
1118,0.0,1992,Cmte,I,E1190
1120,0.0,1992,Cmte,L,E1190
1121,0.0,1992,Cand,L,E1190
1122,0.0,1992,Cmte,3,E1190
1123,0.0,1992,Cmte,U,E1190
1124,0.0,1992,Cand,U,E1190
19156,0.0,1992,Cand,U,J5200
19155,0.0,1992,Cmte,U,J5200
1119,0.0,1992,Cand,I,E1190
26044,0.0,1992,Cmte,3,H1750
19953,0.0,1992,Cmte, ,JD200
19955,0.0,1992,Cmte,D,JD200
20966,0.0,1992,Cmte, ,G2500
20896,0.0,1992,Cand,U,Z1200
20895,0.0,1992,Cmte,U,Z1200
20894,0.0,1992,Cand,R,Z1200
20893,0.0,1992,Cmte,R,Z1200
20892,0.0,1992,Cmte,3,Z1200
20891,0.0,1992,Cand,L,Z1200
20890,0.0,1992,Cmte,L,Z1200
20889,0.0,1992,Cand,I,Z1200
20888,0.0,1992,Cmte,I,Z1200
20887,0.0,1992,Cand, ,Z1200
20886,0.0,1992,Cmte, ,Z1200
20852,0.0,1992,Cand,U,Y4000
20851,0.0,1992,Cmte,U,Y4000
20850,0.0,1992,Cmte,I,Y4000
20967,0.0,1992,Cand, ,G2500
20968,0.0,1992,Cmte,I,G2500
20969,0.0,1992,Cand,I,G2500
20970,0.0,1992,Cmte,L,G2500
21040,0.0,1992,Cand,R,g2900
21039,0.0,1992,Cmte,R,g2900
21038,0.0,1992,Cand,3,g2900
21037,0.0,1992,Cmte,3,g2900
21036,0.0,1992,Cand,L,g2900
21035,0.0,1992,Cmte,L,g2900
21034,0.0,1992,Cand,I,g2900
20849,0.0,1992,Cand, ,Y4000
21033,0.0,1992,Cmte,I,g2900
21031,0.0,1992,Cmte,D,g2900
21030,0.0,1992,Cand, ,g2900
21029,0.0,1992,Cmte, ,g2900
20974,0.0,1992,Cand,U,G2500
20973,0.0,1992,Cmte,U,G2500
20972,0.0,1992,Cmte,3,G2500
20971,0.0,1992,Cand,L,G2500
21032,0.0,1992,Cand,D,g2900
21041,0.0,1992,Cmte,U,g2900
20848,0.0,1992,Cmte, ,Y4000
20782,0.0,1992,Cmte,U,L5000
20687,0.0,1992,Cand,D,G1400
20686,0.0,1992,Cmte,D,G1400
20685,0.0,1992,Cand, ,G1400
20684,0.0,1992,Cmte, ,G1400
20623,0.0,1992,Cand,U,F5200
20622,0.0,1992,Cmte,U,F5200
20621,0.0,1992,Cmte,3,F5200
20620,0.0,1992,Cand,L,F5200
20619,0.0,1992,Cmte,L,F5200
20618,0.0,1992,Cand,I,F5200
20617,0.0,1992,Cmte,I,F5200
20616,0.0,1992,Cand, ,F5200
20615,0.0,1992,Cmte, ,F5200
20562,0.0,1992,Cand,U,K1200
20561,0.0,1992,Cmte,U,K1200
20688,0.0,1992,Cmte,I,G1400
20689,0.0,1992,Cand,I,G1400
20690,0.0,1992,Cmte,L,G1400
20691,0.0,1992,Cand,L,G1400
20781,0.0,1992,Cand,R,L5000
20780,0.0,1992,Cmte,R,L5000
20779,0.0,1992,Cand,3,L5000
20778,0.0,1992,Cmte,3,L5000
20777,0.0,1992,Cand,L,L5000
20776,0.0,1992,Cmte,L,L5000
20775,0.0,1992,Cand,I,L5000
20783,0.0,1992,Cand,U,L5000
20774,0.0,1992,Cmte,I,L5000
20772,0.0,1992,Cmte, ,L5000
20697,0.0,1992,Cand,U,G1400
20696,0.0,1992,Cmte,U,G1400
20695,0.0,1992,Cand,R,G1400
20694,0.0,1992,Cmte,R,G1400
20693,0.0,1992,Cand,3,G1400
20692,0.0,1992,Cmte,3,G1400
20773,0.0,1992,Cand, ,L5000
21042,0.0,1992,Cand,U,g2900
21122,0.0,1992,Cmte, ,A4200
21123,0.0,1992,Cand, ,A4200
21512,0.0,1992,Cmte,I,H1110
21511,0.0,1992,Cand, ,H1110
21510,0.0,1992,Cmte, ,H1110
21468,0.0,1992,Cand,U,M2300
21467,0.0,1992,Cmte,U,M2300
21466,0.0,1992,Cmte,L,M2300
21465,0.0,1992,Cand,I,M2300
21464,0.0,1992,Cmte,I,M2300
21463,0.0,1992,Cand, ,M2300
21462,0.0,1992,Cmte, ,M2300
21402,0.0,1992,Cand,U,T1700
21401,0.0,1992,Cmte,U,T1700
21400,0.0,1992,Cand,3,T1700
21399,0.0,1992,Cmte,3,T1700
21398,0.0,1992,Cand,L,T1700
21513,0.0,1992,Cand,I,H1110
21514,0.0,1992,Cmte,U,H1110
21515,0.0,1992,Cand,U,H1110
21562,0.0,1992,Cmte, ,J7500
21640,0.0,1992,Cmte,3,LM100
21639,0.0,1992,Cand,L,LM100
21638,0.0,1992,Cmte,L,LM100
21637,0.0,1992,Cand,I,LM100
21636,0.0,1992,Cmte,I,LM100
21635,0.0,1992,Cand, ,LM100
21634,0.0,1992,Cmte, ,LM100
21397,0.0,1992,Cmte,L,T1700
21571,0.0,1992,Cand,U,J7500
21569,0.0,1992,Cand,3,J7500
21568,0.0,1992,Cmte,3,J7500
21567,0.0,1992,Cand,L,J7500
21566,0.0,1992,Cmte,L,J7500
21565,0.0,1992,Cand,I,J7500
21564,0.0,1992,Cmte,I,J7500
21563,0.0,1992,Cand, ,J7500
21570,0.0,1992,Cmte,U,J7500
21396,0.0,1992,Cand,I,T1700
21395,0.0,1992,Cmte,I,T1700
21394,0.0,1992,Cand, ,T1700
21196,0.0,1992,Cand,U,T7200
21195,0.0,1992,Cmte,U,T7200
21194,0.0,1992,Cmte,3,T7200
21193,0.0,1992,Cand,L,T7200
21192,0.0,1992,Cmte,L,T7200
21191,0.0,1992,Cand,I,T7200
21190,0.0,1992,Cmte,I,T7200
21254,0.0,1992,Cmte, ,E1630
21189,0.0,1992,Cand, ,T7200
21130,0.0,1992,Cand,U,A4200
21129,0.0,1992,Cmte,U,A4200
21128,0.0,1992,Cmte,3,A4200
21127,0.0,1992,Cand,L,A4200
21126,0.0,1992,Cmte,L,A4200
21125,0.0,1992,Cand,I,A4200
21124,0.0,1992,Cmte,I,A4200
21188,0.0,1992,Cmte, ,T7200
20560,0.0,1992,Cmte,3,K1200
21255,0.0,1992,Cand, ,E1630
21257,0.0,1992,Cand,I,E1630
21393,0.0,1992,Cmte, ,T1700
21332,0.0,1992,Cand,U,T2500
21331,0.0,1992,Cmte,U,T2500
21330,0.0,1992,Cmte,3,T2500
21329,0.0,1992,Cand,L,T2500
21328,0.0,1992,Cmte,L,T2500
21327,0.0,1992,Cand,I,T2500
21256,0.0,1992,Cmte,I,E1630
21326,0.0,1992,Cmte,I,T2500
21324,0.0,1992,Cmte, ,T2500
21263,0.0,1992,Cand,U,E1630
21262,0.0,1992,Cmte,U,E1630
21261,0.0,1992,Cand,3,E1630
21260,0.0,1992,Cmte,3,E1630
21259,0.0,1992,Cand,L,E1630
21258,0.0,1992,Cmte,L,E1630
21325,0.0,1992,Cand, ,T2500
19954,0.0,1992,Cand, ,JD200
20559,0.0,1992,Cand,L,K1200
20557,0.0,1992,Cand,I,K1200
20165,0.0,1992,Cmte, ,e1500
268,0.0,1992,Cmte, ,b0000
269,0.0,1992,Cand, ,b0000
270,0.0,1992,Cmte,D,b0000
271,0.0,1992,Cand,D,b0000
272,0.0,1992,Cmte,I,b0000
273,0.0,1992,Cand,I,b0000
274,0.0,1992,Cmte,L,b0000
275,0.0,1992,Cand,L,b0000
276,0.0,1992,Cmte,3,b0000
277,0.0,1992,Cand,3,b0000
278,0.0,1992,Cmte,R,b0000
279,0.0,1992,Cand,R,b0000
280,0.0,1992,Cmte,U,b0000
281,0.0,1992,Cand,U,b0000
20166,0.0,1992,Cand, ,e1500
20167,0.0,1992,Cmte,D,e1500
20168,0.0,1992,Cand,D,e1500
20169,0.0,1992,Cmte,I,e1500
20178,0.0,1992,Cand,U,e1500
20177,0.0,1992,Cmte,U,e1500
20176,0.0,1992,Cand,R,e1500
20175,0.0,1992,Cmte,R,e1500
20174,0.0,1992,Cand,3,e1500
20173,0.0,1992,Cmte,3,e1500
212,0.0,1992,Cmte, ,E1100
20101,0.0,1992,Cand,U,M5200
213,0.0,1992,Cand, ,E1100
215,0.0,1992,Cand,I,E1100
216,0.0,1992,Cmte,L,E1100
217,0.0,1992,Cmte,U,E1100
218,0.0,1992,Cand,U,E1100
20172,0.0,1992,Cand,L,e1500
20171,0.0,1992,Cmte,L,e1500
20170,0.0,1992,Cand,I,e1500
214,0.0,1992,Cmte,I,E1100
164,0.0,1992,Cand,U,H3700
20100,0.0,1992,Cmte,U,M5200
20098,0.0,1992,Cand,L,M5200
367,0.0,1992,Cand,L,G2000
368,0.0,1992,Cmte,3,G2000
369,0.0,1992,Cand,3,G2000
370,0.0,1992,Cmte,U,G2000
371,0.0,1992,Cand,U,G2000
19965,0.0,1992,Cand,U,JD200
19964,0.0,1992,Cmte,U,JD200
19963,0.0,1992,Cand,R,JD200
19962,0.0,1992,Cmte,R,JD200
19961,0.0,1992,Cand,3,JD200
19960,0.0,1992,Cmte,3,JD200
19959,0.0,1992,Cand,L,JD200
19958,0.0,1992,Cmte,L,JD200
19957,0.0,1992,Cand,I,JD200
19956,0.0,1992,Cmte,I,JD200
366,0.0,1992,Cmte,L,G2000
365,0.0,1992,Cand,I,G2000
364,0.0,1992,Cmte,I,G2000
363,0.0,1992,Cand, ,G2000
20097,0.0,1992,Cmte,L,M5200
20096,0.0,1992,Cand,I,M5200
20095,0.0,1992,Cmte,I,M5200
20094,0.0,1992,Cand, ,M5200
20093,0.0,1992,Cmte, ,M5200
20039,0.0,1992,Cand,U,H2000
20038,0.0,1992,Cmte,U,H2000
20099,0.0,1992,Cmte,3,M5200
20037,0.0,1992,Cand,3,H2000
20035,0.0,1992,Cand,L,H2000
20034,0.0,1992,Cmte,L,H2000
20033,0.0,1992,Cand,I,H2000
20032,0.0,1992,Cmte,I,H2000
20031,0.0,1992,Cand, ,H2000
20030,0.0,1992,Cmte, ,H2000
362,0.0,1992,Cmte, ,G2000
20036,0.0,1992,Cmte,3,H2000
163,0.0,1992,Cmte,U,H3700
162,0.0,1992,Cmte,3,H3700
161,0.0,1992,Cand,L,H3700
20407,0.0,1992,Cand,L,E1120
20406,0.0,1992,Cmte,L,E1120
20405,0.0,1992,Cand,I,E1120
20404,0.0,1992,Cmte,I,E1120
20403,0.0,1992,Cand, ,E1120
20402,0.0,1992,Cmte, ,E1120
11,0.0,1992,Cmte, ,F4600
12,0.0,1992,Cand, ,F4600
13,0.0,1992,Cmte,I,F4600
14,0.0,1992,Cand,I,F4600
15,0.0,1992,Cmte,L,F4600
16,0.0,1992,Cand,L,F4600
17,0.0,1992,Cmte,3,F4600
18,0.0,1992,Cmte,U,F4600
19,0.0,1992,Cand,U,F4600
20408,0.0,1992,Cmte,3,E1120
20409,0.0,1992,Cmte,U,E1120
20410,0.0,1992,Cand,U,E1120
20461,0.0,1992,Cmte, ,g5000
20556,0.0,1992,Cmte,I,K1200
20555,0.0,1992,Cand, ,K1200
20554,0.0,1992,Cmte, ,K1200
20474,0.0,1992,Cand,U,g5000
20473,0.0,1992,Cmte,U,g5000
20472,0.0,1992,Cand,R,g5000
20471,0.0,1992,Cmte,R,g5000
20323,0.0,1992,Cand,U,f2700
20470,0.0,1992,Cand,3,g5000
20468,0.0,1992,Cand,L,g5000
20467,0.0,1992,Cmte,L,g5000
20466,0.0,1992,Cand,I,g5000
20465,0.0,1992,Cmte,I,g5000
20464,0.0,1992,Cand,D,g5000
20463,0.0,1992,Cmte,D,g5000
20462,0.0,1992,Cand, ,g5000
20469,0.0,1992,Cmte,3,g5000
20322,0.0,1992,Cmte,U,f2700
20321,0.0,1992,Cand,R,f2700
64,0.0,1992,Cmte, ,h2100
20313,0.0,1992,Cand,D,f2700
20312,0.0,1992,Cmte,D,f2700
20311,0.0,1992,Cand, ,f2700
20310,0.0,1992,Cmte, ,f2700
20264,0.0,1992,Cand,U,X4100
20263,0.0,1992,Cmte,U,X4100
20262,0.0,1992,Cand,L,X4100
20314,0.0,1992,Cmte,I,f2700
20261,0.0,1992,Cmte,L,X4100
20259,0.0,1992,Cmte,I,X4100
20258,0.0,1992,Cand, ,X4100
20257,0.0,1992,Cmte, ,X4100
157,0.0,1992,Cmte, ,H3700
158,0.0,1992,Cand, ,H3700
159,0.0,1992,Cmte,I,H3700
160,0.0,1992,Cmte,L,H3700
20260,0.0,1992,Cand,I,X4100
20558,0.0,1992,Cmte,L,K1200
20315,0.0,1992,Cand,I,f2700
20317,0.0,1992,Cand,L,f2700
65,0.0,1992,Cand, ,h2100
66,0.0,1992,Cmte,D,h2100
67,0.0,1992,Cand,D,h2100
68,0.0,1992,Cmte,I,h2100
69,0.0,1992,Cand,I,h2100
70,0.0,1992,Cmte,L,h2100
71,0.0,1992,Cand,L,h2100
20316,0.0,1992,Cmte,L,f2700
72,0.0,1992,Cmte,3,h2100
74,0.0,1992,Cmte,R,h2100
75,0.0,1992,Cand,R,h2100
76,0.0,1992,Cmte,U,h2100
77,0.0,1992,Cand,U,h2100
20320,0.0,1992,Cmte,R,f2700
20319,0.0,1992,Cand,3,f2700
20318,0.0,1992,Cmte,3,f2700
73,0.0,1992,Cand,3,h2100
18824,0.0,1992,Cmte,I,L1500
26045,0.0,1992,Cmte,U,H1750
26100,0.0,1992,Cmte, ,M1000
31954,0.0,1992,Cmte, ,H5170
31898,0.0,1992,Cand,U,M2400
31897,0.0,1992,Cmte,U,M2400
31896,0.0,1992,Cand,3,M2400
31895,0.0,1992,Cmte,3,M2400
31894,0.0,1992,Cand,L,M2400
31893,0.0,1992,Cmte,L,M2400
31892,0.0,1992,Cand,I,M2400
31891,0.0,1992,Cmte,I,M2400
31890,0.0,1992,Cand, ,M2400
31889,0.0,1992,Cmte, ,M2400
31807,0.0,1992,Cand,U,f1100
31806,0.0,1992,Cmte,U,f1100
31805,0.0,1992,Cand,R,f1100
31804,0.0,1992,Cmte,R,f1100
31955,0.0,1992,Cand, ,H5170
31956,0.0,1992,Cmte,I,H5170
31957,0.0,1992,Cand,I,H5170
31958,0.0,1992,Cmte,L,H5170
32080,0.0,1992,Cmte,I,M5000
32079,0.0,1992,Cand, ,M5000
32078,0.0,1992,Cmte, ,M5000
32021,0.0,1992,Cand,U,C2900
32020,0.0,1992,Cmte,U,C2900
32019,0.0,1992,Cmte,3,C2900
32018,0.0,1992,Cand,L,C2900
31803,0.0,1992,Cand,3,f1100
32017,0.0,1992,Cmte,L,C2900
32015,0.0,1992,Cmte,I,C2900
32014,0.0,1992,Cand, ,C2900
32013,0.0,1992,Cmte, ,C2900
31962,0.0,1992,Cand,U,H5170
31961,0.0,1992,Cmte,U,H5170
31960,0.0,1992,Cmte,3,H5170
31959,0.0,1992,Cand,L,H5170
32016,0.0,1992,Cand,I,C2900
32081,0.0,1992,Cand,I,M5000
31802,0.0,1992,Cmte,3,f1100
31800,0.0,1992,Cmte,L,f1100
31645,0.0,1992,Cand,L,G5230
31644,0.0,1992,Cmte,L,G5230
31643,0.0,1992,Cand,I,G5230
31642,0.0,1992,Cmte,I,G5230
31641,0.0,1992,Cand, ,G5230
31640,0.0,1992,Cmte, ,G5230
31577,0.0,1992,Cand,U,J7600
31576,0.0,1992,Cmte,U,J7600
31575,0.0,1992,Cand,R,J7600
31574,0.0,1992,Cmte,R,J7600
31573,0.0,1992,Cand,3,J7600
31572,0.0,1992,Cmte,3,J7600
31571,0.0,1992,Cand,L,J7600
31570,0.0,1992,Cmte,L,J7600
31569,0.0,1992,Cand,I,J7600
31646,0.0,1992,Cmte,3,G5230
31647,0.0,1992,Cmte,U,G5230
31648,0.0,1992,Cand,U,G5230
31706,0.0,1992,Cmte, ,Z1300
31799,0.0,1992,Cand,I,f1100
31798,0.0,1992,Cmte,I,f1100
31797,0.0,1992,Cand,D,f1100
31796,0.0,1992,Cmte,D,f1100
31795,0.0,1992,Cand, ,f1100
31794,0.0,1992,Cmte, ,f1100
31716,0.0,1992,Cmte,U,Z1300
31801,0.0,1992,Cand,L,f1100
31715,0.0,1992,Cand,R,Z1300
31713,0.0,1992,Cmte,3,Z1300
31712,0.0,1992,Cmte,L,Z1300
31711,0.0,1992,Cand,I,Z1300
31710,0.0,1992,Cmte,I,Z1300
31709,0.0,1992,Cand,D,Z1300
31708,0.0,1992,Cmte,D,Z1300
31707,0.0,1992,Cand, ,Z1300
31714,0.0,1992,Cmte,R,Z1300
31568,0.0,1992,Cmte,I,J7600
32082,0.0,1992,Cmte,L,M5000
32084,0.0,1992,Cmte,3,M5000
32437,0.0,1992,Cmte,3,E4100
32436,0.0,1992,Cand,L,E4100
32435,0.0,1992,Cmte,L,E4100
32434,0.0,1992,Cand,I,E4100
32433,0.0,1992,Cmte,I,E4100
32432,0.0,1992,Cand, ,E4100
32431,0.0,1992,Cmte, ,E4100
32356,0.0,1992,Cand,U,L1000
32355,0.0,1992,Cmte,U,L1000
32354,0.0,1992,Cand,R,L1000
32353,0.0,1992,Cmte,R,L1000
32352,0.0,1992,Cand,3,L1000
32351,0.0,1992,Cmte,3,L1000
32350,0.0,1992,Cand,L,L1000
32349,0.0,1992,Cmte,L,L1000
32438,0.0,1992,Cand,3,E4100
32439,0.0,1992,Cmte,U,E4100
32440,0.0,1992,Cand,U,E4100
32500,0.0,1992,Cmte, ,F3100
32557,0.0,1992,Cmte,R,d6000
32556,0.0,1992,Cand,3,d6000
32555,0.0,1992,Cmte,3,d6000
32554,0.0,1992,Cand,L,d6000
32553,0.0,1992,Cmte,L,d6000
32552,0.0,1992,Cand,I,d6000
32551,0.0,1992,Cmte,I,d6000
32348,0.0,1992,Cand,I,L1000
32550,0.0,1992,Cand,D,d6000
32548,0.0,1992,Cand, ,d6000
32547,0.0,1992,Cmte, ,d6000
32505,0.0,1992,Cand,U,F3100
